Review Date,Review Title,Username,Helpfulness,Helpful Votes,Total Votes,Individual Rating,Review Text,Spoiler Warning,Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
5 November 2022,(Un-necessary showoffs) Its like a kids movie. Nothing like actual Ghostbusters movie,MoviesFlixer,"17 out of 32 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",17,32,2.0,"Got so bored that I had to leave the theatre right after interval. Comedies are so silly like they are forced to bear.They tried to copy ghostbuster movie but failed miserably. Its like a kids movie, where they have to mention us as if its a comedy scene. Also this type of dark movies always fails in Bollywood. Combination of comedy and horror is super surprising for most horror fans.Actor roles were great but actress fails to grab audience attention. Her action roe was quite kiddy. I like the way they portrait the role of ghost hunters. Being a fan of Horror and Hollywood movies, this one failed my expectations.",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
4 January 2023,Phone bhoot,puranjanbasak,"3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",3,5,7.0,"Phone bhoot is a comedy horror film directed by gurmmeet singh.Ishan khattar and siddhant chaturvedi did a fine job with their over the top performances. Sometimes unnecessary, but just does fine. Katrina kaif, surprisingly, brings a seriousness into the film. Her hindi too, way better than the previous films. Jackie shroff has played much better and evil characters than this, so he was decent. The other characters were a hit and a miss.The characters, at first, seem to be quite interesting but as the film goes on, they feel lethargic and dull. Their jokes don't land properly, the writing is bad in some places, which just makes the sequences all over the place. This doesn't mean that the jokes are awful. The meme references here are excellent. Mirzapur's theme music, the coffin dance, bohot hard everything is paid a tribute here. The bengali trope of pronunciation of moksh is hilarious. Various films get a mention here, ghostbusters is an obvious one but ramsay brothers' films and their character raaks play an important role. This film is a pandora box of reference notes, check those out for sure, its entertaining. The montage scenes being told out loud was funny.The cinematography is brilliant. The various camera angles used bring a sense of trippyness in the film. Its nonsensical and wacky, and it has been handled pretty well. The colour grading in some sequences is damn good.Its negative is its only a comedy film and not a horror one. There is not one scene where you feel the fear.The vfx and special effects is very good in some scenes and also tacky in other scenes.Its a decent fim in my opinion, not as bad as some bollywood haters tell you. So can watch it once! I rate it 7.",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
4 November 2022,Horrifying not horror,shashwatmathur-87994,"14 out of 24 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",14,24,5.0,"Genuine attempt at making a horror parody, something not seen usually seen in india but man was the writing bad.It was so surface level that even if the film was in 3D it would be flat as paper. There are barely any redeeming qualities, anything is happening at any point. The plot is random and the screenplay amateurish. Except for some pop cultural references here and there nothing much worked.I am surprised this film even got green-lit. Sid and Ishaan could have been such a banger duo but god were they reduces to puppets. The chemistry between all three leads was lacklustre.What a missed opportunity!",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
5 November 2022,Too Much Comedy & Too Much Spoofing Cause Injury To Healthy Horror Comedy.,SAMTHEBESTEST,"4 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",4,9,4.0,"Phone Bhoot (2022) :
Movie Review -Katrina Kaif stars as a sexy bhoot, and Ishaan Khatter and Siddhant Chaturvedi star as bhoot catchers in the Gurmmeet Singh extra-large comedy, ""Phone Bhoot."" The horror comedy genre was uplifted by Amar Kaushik's ""Stree"" (2018), and since then everyone is dying to make a film like that. Some have actually died as filmmakers during the process. Be it Roohi, Bhoot Police, or the recent blockbuster Bhool Bhulaiyaa 2, none of the films could match even half of Stree. It's a fact and very fair to say that just because Amar made Stree, we have started expecting every horror comedy to be that good, which is not practically possible and didn't happen in the past either. James Whale's landmark horror comedy, ""The Old Dark House"" (1932), or Abbott & Costello's comedies with horror legends like Frankenstein, the Werewolf, and Dracula have been memorable and unbeaten for decades, so we can't expect this modern generation of filmmakers, who are influenced by their past projects, to tap into that. Phone Bhoot is one such attempt, in which Gurmmeet has tried to be extra funny with an overuse of spoofs, and at the same time he wanted to take care of children's-oriented comedy too. That's a mess, or rather, that's the only thing that causes mega destruction to this wannabe healthy ghost comedy.Phone Bhoot starts off with two friends, Gullu (Ishaan Khatter) and Major (Siddhant Chaturvedi), trying to be famous Ghostbusters. Their attempts flop continuously, but then one day, a sexy ghost called Ragini (Katrina Kaif) comes up with a business idea. Reluctant to accept the offer in the first meeting, Gullu and Major are forced to team up with her for their own good. The Phone Bhoot Gang emerges as a saviour for many and becomes famous, only to generate a deadly enemy, Atmaram (Jackie Shroff). Will Gullu and Major be able to help Ragini, and defeat the powerful Atmaram? Phone Bhoot will answer your calls.On the positive side, Phone Bhoot is actually funny on many occasions. The film has subtle humour reflecting intellectual jokes that are hard to catch or sometimes appear late in your mind. The only problem is that it tries to be the same in every single minute of the film, be it an emotional scene, a conflict, action, or even a song. You can't be so repetitive with your most loved part because then it becomes cliche. Out of 100 lines, a film can have 40 or at most 50 lines, and the rest of the parts are left to connect the audience with characters, an introduction, drama, romance, or whatever the genre is. Even in the thriller genre, you can't be suspenseful all the time because you are making a feature film and not a short. That's the basic rule. Gurmmeet Singh's horror comedy keeps it away from his ghost universe, hence causing its own destruction. The screenplay is tight, though. It may be repetitive and annoying on a few occasions, but never boring.When it comes to performances, Ishaan and Siddhant seem to have a ball. Ishaan was never so funny, even in his media interviews (that's the funniest version of his I've ever experienced). He has quite a peculiar character to play here, and despite many flaws in the writing, he has done a good job. Siddhant is still waiting for the kind of magic he spread in ""Gully Boy"" (2019), but with Phone Bhoot, he seems to have gotten a break for himself. Major is not a regular funny character, man; it's one level up from that definition you have in mind. The sexy looks of Katrina Kaif will definitely kill you, if not her bhootiyagiri. Jackie Shroff just comes and behaves like what he is - a bindass bhidu. I am not sure if Sheeba Chaddha has ever looked so annoying in a film, and the supporting cast is not that good either.Phone Bhoot has a decent music album, but the video songs are smartly choreographed. Ganesh Hegde has taken us back to Govinda's ""Money Hai Toh Honey Hai"" dance form with ""Kinna Sona."" The earlier portion of ""Kaali Teri Gutt"" is so good. Especially Ishaant has gone crazy there, and it's somewhat funny too. The cinematography, editing, and VFX fare at a below-par level. Gurmeet has studied a lot about horror legends, maybe. He mixes all the pop culture references, old horror comics, modern thoughts, social media and WhatsApp jokes, and even the technology into making one film. That's quite confusing, for him and for the audiences as well. I saw the entire film but still couldn't make out if the ""RAKA"" was a sculpture/idol of Boris Karloff from Frankenstein or Anirudh Agarwal from ""Bandh Darwaja"" (1990). Gurmmeet goes over the top with everything in the film, causing an alternate fall to his own building. As a whole, Phone Bhoot builds a decent structure out of multiple designs but forgets the basic engineering rules. Who knows; it was made for ghosts, not the audience.RATING - 4/10*",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
23 December 2022,A perfect recipe for disaster,rehmankhilji,"4 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",4,9,3.0,"Very loosely made, the moment you develop some likeness for the movie, something so stupid, so over doing will come on screen that it will literally spoil the fun.First of all, why to copy to the ghost busters everything when not taking the movie on same lines. Getting all ghost busters gift shop items, even the uniforms, bad though and their machines which never used, what was the point.Ind mythology is filled with alternates and could have be placed rather than copying.Good to see Jackie Sharof in a better, at least, then those ridiculous pirates of Caribbean get up bhoot uncle, a little Inspired from Indiana Jones set, but at least better. Some punch lines were good, others over doing it.Both male lead actors, getting too sloppy too excited over doing scenes, stay on one line.Katrina Kaif was only one holding, stunning looks, but guess she really wanted to be beemed up in the end after doing such a poor attempt.",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
6 November 2022,Amazing fantastic movie,jagdishkewalramani,"13 out of 40 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",13,40,10.0,"Katrina You just killed it She took digs at her hindi/diction from others for years but now look at her how amazingly she has learned the language and delivers dailogues with clarity even with tough words/ performances like Bharat and Rajneeti etc Siddhant & Ishaan both Nailed it This movie surely going to blockbuster finally something different bollywood tried this time It's been a long time since I saw Katrina in this hairstyle, brings back memories of ajab prem ki gajab kahani Lets all appreciate the content this man and his crew makes its just a masterpice imagine what's he's gonna doing in the future.",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
27 November 2022,A decent one time watch,saahilmalik-22893,"4 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",4,9,6.0,"Ragini, a ghost comes to 2 horror fans who can see ghosts with a job idea. To be Ghostbusters. Everything is going fine until they realise the Ragini's intention behind this.Phone Bhoot is a decent comedy film. Good acting by the 2 heroes and Katrina Kaif was also decent. Jackie shroff was just alright, nothing special
Phone Bhoot succeeds in making you laugh especially in the first half. The second half starts good however it dips both with the story and the comedy. But you do laugh a lot.It succeeds with being a comedy film. I wouldn't call this a horror film. Even though it is about ghosts, it isn't a horror comedy and it didn't have the intention to be. If you are expecting a movie like Golmaal Again and Stree, you'll be a little disappointed.The climax isn't memorable, it's just decentOverall, it is a decent movie which makes you laugh a lot. However due to the dip in the second half and the just decent ending, the movie is a one time watch.",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
6 November 2022,Good,layalalex,"9 out of 33 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",9,33,10.0,"10/10
Nice
I really like this movie, This movies is really awesome . The story line of this movie is amazing. I love this movie a lot .This is amazing movie. Is AWESOME!!!! Incredible cast, lots of humour with some fabulous horror elements added in! Highly recommend! I have a request from the producer and the director of Phone Bhoot when u make such movie next time. Please give a Joint along with the tickets. I have a request from the producer and the director of #PhoneBhoot when u make such movie next time. Please give a Joint along with the tickets. #PhoneBhoot is quite entertaining. I can't remember the last time I had a laugh riot in the theatre! It wasn't at it's best, but most of the parts, i had an enjoyable time. A bit different than usual and the credit goes to the intelligent writing.",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
19 February 2023,LOVED it.,MandalBros-5,"1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",1,2,8.0,"Phone Bhoot is an amazing comedy in modern times. The comedy contains a variety of materials, from References of actors' own films to tv ads, memes & many more and everything worked perfectly. Loved all the three leads, special mentions for the amazing Jackie Shroff who played himself and Sheeba Chadha as Chikni Chudail.If you get all the comic punches it'll be too much fun for you to watch this film. We can't get good comedy films in Hindi nowadays, Excel Entertainment has made something different and succeeded here.I'll definitely recommend this.Available on Prime Video.© MandalBros.",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
7 January 2023,This movie makes Bhoot Police look like a masterpiece,garg4269,"3 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",3,6,3.0,"This movie (if you can call it that) is an incoherent mess of unfunny scenes. I kid you not, the funniest scene in this borefest is the cameo of the guys from fukrey movie franchise.This movie is only a poor attempt at comedy, and does not have an iota of fear-inducing horror. I doubt that even a 5 year old child would be scared by the few jump scares in this movie.There is barely a story, which only gets like 15-20 minutes of the actual runtime. The script is almost non-existent. Looks like instead of a script, somebody just lazily jotted out notes for possible scenes in the name of script, and then asked the actors to perform them as they saw fit.The acting is atrocious, and Katrina Kaif is the worst offender. To her credit, it is not for lack of trying. Jackie Shroff's character is more a caricature than a villainous character. Only Siddhant and Ishaan showed better acting chops, though that's not much to say, given how low the bar was for acting in this movie.Looking at the imdb rating (5.9 at the time of writing), I thought to give it a try on OTT, but I honestly want my time back. It's not worth a watch even on OTT. I'd recommend you to watch any of the classific indian horror comedies (e.g. Bhool Bhulaiya, Stree) rather than wasting time over this.I thought Bhoot Police (featuring Saif, Arjun, Yami Gautam and Jacqueline) was bad, but compared to Phone Bhoot, it now looks like a masterpiece. Sure, Bhoot Police had bad acting, cheesy dialogues, mindless story, but at least it had acting, dialogues and story. By comparison, Phone Bhoot is a directionless, storyless, acting-less, inconsistent piece of hot mess.",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
6 February 2023,It's a JOKE in the name of Horror-Comedy!,nitishkumarmohanta,"1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",1,2,3.0,"Ahhnnnn... Are those paid reviews all over the internet?Literally a below average movie. In fact I haven't watched Ghostbusters in my childhood,still I didn't liked this PhoneBhoot one. It's pretty childish with lame jokes of latest memes available all over internet. It's completely a parody movie with various references. Acting seems overacting by 2 male characters,but Katrina was good in this movie.. She looks pretty and her acting was decent I'll say. Music was average and screenplay was good. The biggest dissapointment was it's Story! I mean what was that! 1st half was totally unbearable ,In 2nd half some interesting things happened it grabbed our attention but again antagonist character played by Jaccky Shroff was also Childish. Director failed to portray his character in Villain manners. He had lots of potencial in his character as writing but direction let it down here.Basically it's a Joke in the name of horror comedy genre. It's not even 10% of Stree/Go Goa Gone/Bhool Bhulaiyaa 1&2 of this genre. Big dissapointment for sure. I will rate it 3 out of 10 Stars . You can consider it as one time watch and yeah you can go for it with family..",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
8 January 2023,Humiliating the audience,AgentDemiGod,"2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",2,3,1.0,"Audience are not dumb that a movie of such pathetic standard is shown. Why did they even release the movie? Why did they take efforts to conceive and bring this disaster into reality? Worst. 45 minutes into the movie, I clicked back. Waste of time. Making such dumb movies is a mockery to audience.How do producers even agree to to such illogical scripts. Silly comedy and to attract the South Indian public, add Tamil heritage to a character. Attract audience with powerful story, not useless gimmicks as this.I appreciate the confidence of the makers who dared to release this theatrically. Wow! Seriously, what does this movie even offer that they thought, it would garner money. It garnered only one thing: DISAPPOINTMENT.",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
7 January 2023,Hard to believe such Low Quality Movies are even Released by Theatre Owners !!!,binukgb,"1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",1,2,2.0,"Did not want to actually write a Review on this movie because it is appallingly lousy and Reviewing it would actually mean further wastage of time. But I had to go thru this Trauma to save unassuming viewers who might actually end up watching this. Even if my Review saves 01 Viewer, I would have done my Job.Coming back to the Movie - Ishaan Khattar and Siddhant Chaturvedi have Hammed themselves to Embarrassing and Disgraceful levels.It is a Horror Tragedy and not Horror Comedy made to showcase Ads of various brands like Mango Slice, Olx, Boat and a Few others.Story is inexistent, comedy is over the Top and unbearable, Acting is insufferable, Direction is Awful, Music is Jarring, Technology is Wasted.Katrina Kaif - She did her Part Quite Well.Jackie Shroff - Even in this Disaster of a Childish movie, the Bhidu held his own.Director - Why attempt an Abstract Theme by taking ideas from Various Hollywood & Bollywood Movies, when you cannot handle it ?In the absence of Cerebral use in this movie and for the Waywardly abstract vision of the director, this movie deserves ZERO RATING. I am Rating it 2 Stars for the sake of Jackie Shroff & Katrina Kaif as they are not Culpable for this Catastrophic ride. Ishaan & Siddhant were simply insufferable though !!!!",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
12 January 2023,Utter Nonsense,nehasingh-45379,"1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",1,2,1.0,"Firstly i wonder How this movie managed 5.8 rating. Total Nonsense movie, cheap comedy.Making comedy movie is also an art and require skills which this script writer, director and dialogue writer don't have at all.It's like when you have extra Black money so make stupid movie and convert it to white. Movie wanted to make high attempt to make you laugh but end up in getting you irritated by its nonsense scenes.Please avoid this only watch when you like nonsense stuff. Only for Brainless people. Instead of supernatural comedy it should supernatural headache.Completely wasted talent of Sheeba, Nidhi & Ishaan. Kaif as usual can't act.",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
9 November 2022,Overacting galore,yogesh03,"4 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",4,9,2.0,"Too much overacting by Katrina. Ishan has no acting skills. Avoid watching even for free. Wonder when bollywood will make a decent movie with good acting. Very disappointed to waste my time on this. I wish I can get my money back and even if I can, how can I get the time back. Will think twice before I go to theater again. Extremely bad performance from the new actors. How can this industry continue to make such bad movies? Are they running out of ideas? Are they running out of good actors? Many mini series produced have much better script and acting skills. So why can't they make a decent movie?? It's baffling. There seems to be a deficit of talent or good scripts are not being given a chance.",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
2 January 2023,Not a Copycat,hatimthepain,"22 out of 34 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",22,34,8.0,"People who are reviewing this movie wanna connect to Ghostbusters because they think have actual knowledge of Hollywood that's funny,This movie was a fun for when I don't usually like Bollywood,They paid homage to Unime(Anime), Hollywood and also some of funny Bollywood movies,This wasn't a like a James bond movie,it's was just a fun entertainment like home alone kind
I'm ashamed that entertainment like this doesn't work but crap like Simba works in north india.I watch Spanish,Norway,German,Russian, Japnese and other languages movies but these guys watch mainstream movies and think they know everything. Hahaha My Insta: hatimquilon_",,Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841,https://www.imdb.com/title/tt12740760/reviews/?ref_=tt_ql_2
